,id,user_id,created_at,text,Clean,Translate,Labels
186,1.06E+18,Oppaenthusiast,11/17/2018 13:41,Abis seneng sama destiny moments eh dikecewakan sama ending fantastic beast. Hm,  habis    seneng    sama    destiny    moments    eh    dikecewakan    sama    ending    fantastic    beast         hm  ,"finished happy with destiny moments eh disappointed, ending the fantastic beast hm",negatif
187,1.06E+18,karolinafebb,11/17/2018 13:19,Fantastic Beast sukses bikin penasaraaan! Apa harus nunggu 2 taun lagi sampai keluar sekuelnya :(,  fantastic    beast    sukses    bikin    penasaran         apa    harus    tunggu    2    tahun    lagi    sampai    keluar    sekuelnya        ,fantastic beast made it curious to wait 2 more years for the sequel to come out,positif
188,1.06E+18,honjabenue,11/17/2018 13:00,Fantastic beast: the crimes of grindelwald ngegantung bgt:(,  fantastic    beast         the    crimes    of    grindelwald    ngegantung    sangat            ,fantastic    beast         the    crimes    of    grindelwald    ngegantung    sangat,negatif
189,1.06E+18,ucjmsd,11/17/2018 12:57,"Baru nonton fantastic beast and WTF 'em, dan kok b aja sih, si retic kaya yg jadi pajangan doang yaelah...",  baru    nonton    fantastic    beast    and    wtf         em         dan    kok    b    saja    sih         si    retic    kaya    yang    jadi    pajangan    doang    yaelah         ,"I just watched fantastic beast and wtf em, and how come it's just that the retic is rich, which is the show",negatif
190,1.06E+18,inespuspitasa,11/17/2018 12:53,Setelah rewatch fantastic beast 1 akhirnya semakin paham~,  setelah    rewatch    fantastic    beast    1    akhirnya    semakin    paham   ,after the fantastic beast 1 rewatch finally came to understand,positif
191,1.06E+18,vansapr,11/17/2018 12:45,Kok aku kurang suka ya fantastic beast yg ke 2 ini. Menurutku 6.5/10,  kok    aku    kurang    suka    ya    fantastic    beast    yang    ke    2    ini         menurutku    6 5         10  ,how come I don't like the second fantastic beast in my opinion 6 5 10,negatif
192,1.06E+18,afifahnursheha,11/17/2018 12:44,Oke kusudah nonton fantastic beast 2. Hmmmm,  oke    kusudah    nonton    fantastic    beast    2         hm  ,okay I've watched fantastic beast 2 hm,neutral
193,1.06E+18,wulansvante,11/17/2018 12:43,I’m ready for another Fantastic Beast series 💪🏻,  i m    ready    for    another    fantastic    beast    series     flexed biceps        ,i m    ready    for    another    fantastic    beast    series     flexed biceps,positif
194,1.06E+18,SWENDYSR5,11/17/2018 12:35,Yg ngomongin fantastic beast aku mute.😤,  yang    ngomongin    fantastic    beast    aku    mute          face with steam from nose   ,yang    ngomongin    fantastic    beast    aku    mute          face with steam from nose,neutral
195,1.06E+18,SWENDYSR5,11/17/2018 12:33,ssssttt dooongg ey aku belum nonton fantastic beast neeeh!!!😣😣,  st    dongg    ey    aku    belum    nonton    fantastic    beast    ini                    persevering face      persevering face   ,"I'm afraid I haven't watched fantastic beast yet, persevering face persevering face",negatif
196,1.06E+18,irenesunda,11/17/2018 12:32,"Setelah fantastic beast, lalu along with the gods last 49 day.",  setelah    fantastic    beast         lalu    along    with    the    gods    last    49    day       ,setelah    fantastic    beast         lalu    along    with    the    gods    last    49    day,neutral
197,1.06E+18,alifpap,11/17/2018 12:07,"Fantastic beast ties into the Harry Potter lore, and I think that's why I really enjoyed it",  fantastic    beast    ties    into    the    harry    potter    lore         and    i    think    that     s    why    i    really    enjoyed    it  ,fantastic    beast    ties    into    the    harry    potter    lore         and    i    think    that     s    why    i    really    enjoyed    it,positif
198,1.06E+18,pratamaadityab,11/17/2018 12:06,Fantastic beast 7.5/10,  fantastic    beast    7 5         10  ,fantastic    beast    7 5         10,positif
199,1.06E+18,annisaip,11/17/2018 11:58,Penasaran bgt sih fantastic beast yg kedua iniii. Tapi mari kita tonton yg pertama dulu~,  penasaran    sangat    sih    fantastic    beast    yang    kedua    ini         tapi    mari    kita    tonton    yang    pertama    dulu   ,"I'm very curious about this second fantastic beast, but let's watch the first one first",positif
200,1.06E+18,wazyirnurs,11/17/2018 11:06,Fantastic Beast yu,  fantastic    beast    ayo  ,fantastic    beast    ayo,positif
201,1.06E+18,minhyukveins,11/17/2018 10:59,aku ketiduran pas nonton fantastic beast. kayaknya efek overtime seminggu jd cape,  aku    ketiduran    saat    nonton    fantastic    beast         kayaknya    efek    overtime    seminggu    jadi    capek  ,I overslept when I watched fantastic beast like the effect of a week's overtime getting tired,negatif
202,1.06E+18,saskirsalina,11/17/2018 10:39,temenin nonton fantastic beast 😫😫,  temenin    nonton    fantastic    beast     tired face      tired face   ,temenin    nonton    fantastic    beast     tired face      tired face,positif
203,1.06E+18,BriandDon99,11/17/2018 10:22,"Habis nonton The Fantastic Beast 2.
Kesimpulannya: Kapan ini The Fantastic beast 3 rilis? 
Nggantun sekali endingnya.. 😅 ""~",  habis    nonton    the    fantastic    beast    2         kesimpulannya         kapan    ini    the    fantastic    beast    3    rilis         tanggung    sekali    endingnya           grinning face with sweat             ,"After watching the fantastic beast 2, the conclusion when this fantastic beast 3 release was the end of grinning face with sweat",neutral
204,1.06E+18,renataalvn,11/17/2018 10:11,Abis nonton Fantastic Beast....walopun agaknya gue merasa kurang vaham karena ceritanya kaya loncat2....tapi aku hepi yorobunnn,  habis    nonton    fantastic    beast            walaupun    agaknya    saya    merasa    kurang    paham    karena    ceritanya    kaya    loncat loncat            tapi    aku    happy    yorobun  ,after watching fantastic beast even though it seems I feel unaware because the story is rich in jumping jumps but I'm happy yorobun,positif
205,1.06E+18,samyangchiseu,11/17/2018 9:18,Bm nonton fantastic beast hhhh tapi gamau sendirian,  bm    nonton    fantastic    beast    h    tapi    gamau    sendirian  ,bm watching fantastic beast h but gamau alone,negatif
206,1.06E+18,gulfpie,11/17/2018 9:10,"The new fantastic beast movie makes me want to read harry potter books all over again, incase i might find clues or correlation somewhere.",  the    new    fantastic    beast    movie    makes    me    want    to    read    harry    potter    books    all    over    again         incase    i    might    find    clues    or    correlation    somewhere       ,the    new    fantastic    beast    movie    makes    me    want    to    read    harry    potter    books    all    over    again         incase    i    might    find    clues    or    correlation    somewhere,positif
207,1.06E+18,Titinkomalasari,11/17/2018 8:23,Keren banget film fantastic beast yg kedua. Ga nyesel nontonnya,  keren    sangat    film    fantastic    beast    yang    kedua         tidak    menyesal    nontonnya  ,"very cool fantastic beast movie, the second one doesn't regret watching it",positif
208,1.06E+18,JOOHYUNRxG,11/17/2018 8:09,//; sedih banget sih gue mau nonton fantastic beast sendirian...,                 sedih    sangat    sih    saya    mau    nonton    fantastic    beast    sendirian         ,sad I really want to watch fantastic beast alone,negatif
209,1.06E+18,zeeazura,11/17/2018 8:06,Kirain I doang yang pusing setelah nonton fantastic beast 2 ini ternyata semua juga begitu.  😂,  kirain    i    doang    yang    pusing    setelah    nonton    fantastic    beast    2    ini    ternyata    semua    juga    begitu          face with tears of joy   ,"presumably I'm the one who has a headache after watching fantastic beast 2, it turns out all of that is also face with tears of joy",negatif
210,1.06E+18,akmalgalih_,11/17/2018 7:49,need potterhead to accompany me watch Fantastic Beast,  need    potterhead    to    accompany    me    watch    fantastic    beast  ,need    potterhead    to    accompany    me    watch    fantastic    beast,neutral
211,1.06E+18,ahmadadrian_17,11/17/2018 6:44,Fantastic beast kuy,  fantastic    beast    ayo  ,fantastic    beast    ayo,positif
212,1.06E+18,aiashanasreen,11/17/2018 6:08,"pulang ngajar tadinya mau ngemall dulu nonton fantastic beast 2, tapi dompetnya malah ketinggalan :')",  pulang    ngajar    tadinya    mau    ngemall    dulu    nonton    fantastic    beast    2         tapi    dompetnya    malah    ketinggalan         ,go home teach before I want to snack first watch fantastic beast 2 but the wallet is left behind,negatif
213,1.06E+18,Yupina_DO,11/17/2018 6:04,"Nonton dulu lah, fantastic beast",  nonton    dulu    lah         fantastic    beast  ,first watch fantastic beast,positif
214,1.06E+18,thegreatitan,11/17/2018 5:52,Aku jadinya nonton fantastic beast besok deeeeh.,  aku    jadinya    nonton    fantastic    beast    besok    deh       ,I will be watching fantastic beast tomorrow,positif
215,1.06E+18,anggitaLw,11/17/2018 5:39,Fantastic beast yg kedua katanya bagus ... kuy gak nih,  fantastic    beast    yang    kedua    katanya    bagus           ayo    tidak    ini  ,the second fantastic beast he said is good let's not this,positif
216,1.06E+18,GabeDhiar,11/17/2018 5:28,fantastic beast sounds great rn,  fantastic    beast    sounds    great    right now  ,fantastic    beast    sounds    great    right now,positif
217,1.06E+18,praminantywulan,11/17/2018 4:37,"Agak agak nyesel nonton fantastic beast btw. Dr awal film sampe akhir,ga mudheng jalan ceritanya😂😫",  agak    agak    menyesal    nonton    fantastic    beast    by the way         dari    awal    film    hingga    akhir         tidak    paham    jalan    ceritanya     face with tears of joy      tired face   ,rather regret watching fantastic beast by the way from the beginning of the film until the end does not understand the story face with tears of joy tired face,negatif
218,1.06E+18,mustofaaMU,11/17/2018 2:50,Fantastic beast ga seru soalnya gaada belle nya,  fantastic    beast    tidak    seru    soalnya    gaada    belle    nya  ,fantastic beast is not exciting because of the belle gaada,negatif
219,1.06E+18,niel_alkathiri,11/17/2018 2:44,Nonton yuk fantastic beast :3,  nonton    ayo    fantastic    beast     3  ,watch let's go fantastic beast 3,positif
220,1.06E+18,Ridwansaputra99,11/17/2018 2:24,"Oke, karena semalam abis nonton fantastic beast jadi mau ngasih impressinya setelah nonton .",  oke         karena    semalam    habis    nonton    fantastic    beast    jadi    mau    ngasih    impressinya    setelah    nonton       ,okay because last night I watched fantastic beast so I want to give the impression after watching,neutral
221,1.06E+18,angelinaaaaasr,11/17/2018 1:38,Pgn nonton bohemian rapsody ituuu sm fantastic beast ☹☹☹☹☹,  pgn    nonton    bohemian    rapsody    itu    sama    fantastic    beast     frowning face      frowning face      frowning face      frowning face      frowning face   ,pgn    nonton    bohemian    rapsody    itu    sama    fantastic    beast     frowning face      frowning face      frowning face      frowning face      frowning face,positif
222,1.06E+18,sondehalfmoon_,11/17/2018 1:16,"Tdnya mau nntn fantastic beast ternyata kalo ga ngikut harry potters katanya bakal boring, jd yaaaaaa",  tadinya    mau    nonton    fantastic    beast    ternyata    kalau    tidak    ikut    harry    potters    katanya    bakal    boring         jadi    yaa  ,"I was going to watch fantastic beast. It turns out that if you don't join Harry the potters, he'll be boring",positif
223,1.06E+18,faniapryn,11/17/2018 0:11,kemaren kan udah nonton nih fantastic beast ;))))) gak ada yang mau ngajak nonton itu lagi gitu ?:)))))),  kemaren    kan    sudah    nonton    ini    fantastic    beast                                  tidak    ada    yang    mau    ngajak    nonton    itu    lagi    begitu                                          ,"Yesterday, I watched this fantastic beast, no one wants to invite that watch again",positif
224,1.06E+18,fannymitchie,11/16/2018 23:26,"sampe skrg gw belom punya buku harpot 1-7, cursed child, fantastic beast. 😭😭 semoga suatu saat kesampean.. pengen bgt yg box set nya 😢",  hingga    sekarang    saya    belum    punya    buku    harry potter    1         7         cursed    child         fantastic    beast          loudly crying face      loudly crying face     semoga    suatu    saat    terwujud          ingin    sangat    yang    box    set    nya     crying face   ,"up to now I have not had a harry potter 1 7 cursed book, child fantastic beast loudly crying face loudly crying face, hopefully someday it will be a very box set crying face.",positif
225,1.06E+18,fin_ramadhan,11/16/2018 18:53,"Judulnya ""Fantastic Beast: The Crimes Of Grindelwald"".

Tapi filmnya ga terlalu menggambarkan ""crimes""-nya itu sendiri.",  judulnya         fantastic    beast         the    crimes    of    grindelwald              tapi    filmnya    tidak    terlalu    menggambarkan         crimes          nya    itu    sendiri       ,the title is fantastic beast the crimes of grindelwald but the film doesn't really describe the crimes themselves,neutral
226,1.06E+18,HaniiNR,11/16/2018 17:26,OK SO fantastic beast is.............. amaXXXing get ur ass ready and prepared for the biggest fan service ever,  oke    so    fantastic    beast    is                      amaxing    get    ur    ass    ready    and    prepared    for    the    biggest    fan    service    ever  ,oke    so    fantastic    beast    is                      amaxing    get    ur    ass    ready    and    prepared    for    the    biggest    fan    service    ever,positif
227,1.06E+18,jodisetiawan_,11/16/2018 17:11,Dulu pas baca Harry potter bayangan Cho Chang tuh ya kaya si Nagini di Fantastic Beast,  dulu    saat    baca    harry    potter    bayangan    cho    chang    tuh    ya    kaya    si    nagini    di    fantastic    beast  ,"first when reading harry potter, shadow, cho chang, yeah, rich nagini on fantastic beast",positif
228,1.06E+18,Reefours,11/16/2018 17:03,kurang suka sama fantastic beast yg skrng dah.-.,  kurang    suka    sama    fantastic    beast    yang    skrng    dah                 ,less like the fantastic beast that skrng dah,negatif
229,1.06E+18,IrfnMaulana,11/16/2018 16:52,"Wa gila si fantastic beast mulai keliatan serunya di film kedua ini, yg ketiga gabisa dikeluarin bulan depan aja apa ni ?",  wa    gila    si    fantastic    beast    mulai    keliatan    serunya    di    film    kedua    ini         yang    ketiga    tidak bisa    dikeluarin    bulan    depan    saja    apa    ini       ,"wa crazy the fantastic beast began to look like it was in this second film, the third one can't be released next month",positif
230,1.06E+18,commaditya,11/16/2018 16:49,"Fantastic Beast II
2,5/5

Third act yang aneh dan lemas.",  fantastic    beast    ii    2 5         5    third    act    yang    aneh    dan    lemas       ,fantastic beast ii 2 5 5 strange and limp third act,neutral
231,1.06E+18,mamski_,11/16/2018 16:38,"Telat banget baru nonton Bohemian Rhapsody. Besok nonton apa ya? Ahok, hanum atau fantastic beast?",  telat    sangat    baru    nonton    bohemian    rhapsody         besok    nonton    apa    ya         ahok         hanum    atau    fantastic    beast       ,Very late late watching bohemian rhapsody tomorrow watching what ahok hanum or fantastic beast,neutral
232,1.06E+18,kureha_alpha,11/16/2018 15:53,I CHECKED CGV SCHEDULE AND SAW FANTASTIC BEAST 2 ON PLAYING JNFADASDAFJDA ITS NOV 16TH ALREADY I CRIED,  i    checked    cgv    schedule    and    saw    fantastic    beast    2    on    playing    jnfadasdafjda    its    nov    16th    already    i    cried  ,i    checked    cgv    schedule    and    saw    fantastic    beast    2    on    playing    jnfadasdafjda    its    nov    16th    already    i    cried,negatif
233,1.06E+18,megalstr,11/16/2018 15:31,Abis nonton fantastic beast pas dibioskop masih bingung kan whats going on pas sampe rumah jd sedih kasian amat dumbledore hidupnya ya:(,  habis    nonton    fantastic    beast    saat    dibioskop    masih    bingung    kan    whats    going    on    saat    hingga    rumah    jadi    sedih    kasihan    amat    dumbledore    hidupnya    ya            ,"when I watched fantastic beast when I was in the cinema, I was still confused, whats going on when the house was so sad, sorry for the dumbledore of his life?",negatif
234,1.06E+18,mmuqiit,11/16/2018 15:25,Pengen nonton Fantastic Beast : The Crime of Grindelwald tapi sama siapa coba:(,  ingin    nonton    fantastic    beast         the    crime    of    grindelwald    tapi    sama    siapa    coba            ,want to watch the fantastic beast the crime of grindelwald but whoever tries it,positif
235,1.06E+18,Arinitriw,11/16/2018 14:44,"Yaa, fantastic beast membuktikan bahwa hogwarts bukan hanya tentang griffindor dan slytherin aja.",  yaa         fantastic    beast    membuktikan    bahwa    hogwarts    bukan    hanya    tentang    griffindor    dan    slytherin    saja       ,"yes, fantastic beasts prove that hogwarts is not just about griffindor and slytherin",neutral
236,1.06E+18,FreddieWJ,11/16/2018 14:42,Watching new Fantastic Beast movie feels like reading a novel and stopping at the middle of the book.,  watching    new    fantastic    beast    movie    feels    like    reading    a    novel    and    stopping    at    the    middle    of    the    book       ,watching    new    fantastic    beast    movie    feels    like    reading    a    novel    and    stopping    at    the    middle    of    the    book,positif
237,1.06E+18,vinotm,11/16/2018 14:34,"IMHO, kalo belum nonton Fantastic Beast yang pertama atau belum baca bukunya, mungkin agak sulit mengikuti Fantastic Beast 2",  imho         kalau    belum    nonton    fantastic    beast    yang    pertama    atau    belum    baca    bukunya         mungkin    agak    sulit    mengikuti    fantastic    beast    2  ,"imho if you haven't watched fantastic beast for the first time or haven't read the book, it might be difficult to follow fantastic beast 2",positif
238,1.06E+18,chikanirmalaa,11/16/2018 14:25,Abis nonton fantastic beast. Suka si. Tapi aga kecewa karna akhirnya menurut gue kurang greget :'))) i need more newt scamander,  habis    nonton    fantastic    beast         suka    si         tapi    aga    kecewa    karena    akhirnya    menurut    saya    kurang    amazing                             i    need    more    newt    scamander  ,after watching fantastic beast like it but I'm disappointed because finally I think it's not amazing i need more newt scamander,negatif
239,1.06E+18,mauracitrar,11/16/2018 14:20,"tolong bet ya w pen bgt nonton fantastic beast huhuuu
but ada saja kendala....",  tolong    sangat    ya    saya    ingin    sangat    nonton    fantastic    beast    huhu    but    ada    saja    kendala          ,please very much I want to watch fantastic beast but there are obstacles,positif
240,1.06E+18,fasanegeri,11/16/2018 14:17,INI GIMANA INI GUA GABISA TENANG ABIS NONTOM FANTASTIC BEAST,  ini    gimana    ini    saya    tidak bisa    tenang    habis    nonton    fantastic    beast  ,"how about this, I can't calm down watching fantastic beast",positif
241,1.06E+18,auliamedicaa,11/16/2018 14:15,Aku mau share first impression fantastic beast the crimes of grindlewald....,  aku    mau    share    first    impression    fantastic    beast    the    crimes    of    grindlewald          ,aku mau share first impression fantastic beast the crimes of grindelwald,neutral
242,1.06E+18,auliamedicaa,11/16/2018 14:04,"Yawlaaaaah fantastic beast penuh dengan plot twist, puyeng w nontonnya😂🤣",  yawlah    fantastic    beast    penuh    dengan    plot    twist         puyeng    saya    nontonnya     face with tears of joy      rolling on the floor laughing   ,yahoo fantastic full beast with the wobbly twist plot I watched it face with tears of joy rolling on the floor laughing,negatif
243,1.06E+18,indntrzh,11/16/2018 13:53,What a week! Nonton Fantastic Beast aja sampe ketiduran. Untung Kumoy pengertian 😆 Cheers for 2more weeks till holidayyyyyyyy🥂,  what    a    week         nonton    fantastic    beast    saja    hingga    ketiduran         untung    teman    pengertian     grinning squinting face     cheers    for    2 more    weeks    till    holiday     clinking glasses   ,what a week watch just fantastic beast to fall asleep fortunately friends understanding grinning squinting face cheers for 2 more weeks till holiday clinking glasses,negatif
244,1.06E+18,marvinoio,11/16/2018 13:46,"Berhati-hati scroll timlin, takut ada yg nyepoiler fantastic beast 🙈",  berhati hati    scroll    timeline         takut    ada    yang    spoiler    fantastic    beast     see no evil monkey   ,be careful the scroll timeline is afraid there is a spoiler fantastic beast see no evil monkey,negatif
245,1.06E+18,abheliaPS,11/16/2018 13:37,"Ending fantastic beast ini membuatku calangap, rido teu rido😭😭 ets kalem kalem... Baru 2 nih masih ada 3 film huft",  ending    fantastic    beast    ini    membuatku    kagum         ikhlas    tidak    ikhlas     loudly crying face      loudly crying face     ets    kalem    kalem           baru    2    ini    masih    ada    3    film    huft  ,"ending this fantastic beast amazed me sincerely, I was not sincere, loudly crying face loudly crying face ets calmly calm, this new 2 still there are 3 huft films",positif
246,1.06E+18,satiyaluna,11/16/2018 13:25,nonton fantastic beast di bioskop atau nunggu di internet aja ya😅,  nonton    fantastic    beast    di    bioskop    atau    tunggu    di    internet    saja    ya     grinning face with sweat   ,"watch fantastic beast in the cinema or just wait on the internet, grinning face with sweat",neutral
247,1.06E+18,alcxhlf,11/16/2018 12:58,"MAU NGAKAK WOI ASLI SALAH FANTASTIC BEAST 😂 maklum sih belom mandi, masih tepar cape masih ngasoy di sofa wkwkwk.",  mau    ngakak    woi    asli    salah    fantastic    beast     face with tears of joy     maklum    sih    belum    mandi         masih    pingsan    capek    masih    istirahat    di    sofa    wkwkwk       ,"I want to say that the original Woi was wrong with the fantastic beast face with tears of joy, I don't know, I haven't showered, I'm still unconscious, tired, still resting on the sofa, wkwkwk",negatif
248,1.06E+18,25raps,11/16/2018 12:06,Sadis dah fantastic beast 👏,  sadis    dah    fantastic    beast     clapping hands   ,sadis    dah    fantastic    beast     clapping hands,positif
249,1.06E+18,prisclydia,11/16/2018 12:03,jadwal malem ini adalah nnton fantastic beast pertama biar besok bisa nonton yang kedua,  jadwal    malem    ini    adalah    nnton    fantastic    beast    pertama    biar    besok    bisa    nonton    yang    kedua  ,Tonight's schedule is to watch the first fantastic beast so that tomorrow you can watch the second one,positif
250,1.06E+18,annisa_rianti,11/16/2018 11:40,"""Fantastic Beast complicated""
Gih, nonton Crazy Rich Asian 10x
Atau kalo galau sirik Suzanna juga cukup.",       fantastic    beast    complicated         gih         nonton    crazy    rich    asian    10x    atau    kalau    galau    sirik    suzanna    juga    cukup       ,"fantastic beast complicated, I watched crazy rich asian 10x or if I was jealous of suzanna, it was enough",negatif
251,1.06E+18,noctaehyung,11/16/2018 11:39,Baru kemaren liat ezra miller di fantastic beast anjir langsung doyan bangsul,  baru    kemaren    lihat    ezra    miller    di    fantastic    beast    anjir    langsung    doyan    bangsul  ,just yesterday saw ezra miller on a fantastic beast and immediately got to do the bachelor,positif
252,1.06E+18,ladysisma,11/16/2018 11:36,Di XXI gancit ga ada standing poster fantastic beast. Untung aku udah foto di GI.,  di    xxi    mall    tidak    ada    standing    poster    fantastic    beast         untung    aku    sudah    foto    di    gi       ,at the xxi mall there is no fantastic beast poster fortunately i have photographed it,negatif
253,1.06E+18,ninaisna,11/16/2018 11:36,Paan neh fantastic beast,  paan    ini    fantastic    beast  ,paan is fantastic beast,neutral
254,1.06E+18,ghifaripahlavi,11/16/2018 11:36,Pengen nonton Fantastic Beast 2 krn penasaran segimana kecewanya pasca nonton itu,  ingin    nonton    fantastic    beast    2    karena    penasaran    bagaimana    kecewanya    pasca    nonton    itu  ,want to watch fantastic beast 2 out of curiosity about how disappointed it is after watching it,negatif
255,1.06E+18,princehendra09,11/16/2018 11:24,Fantastic Beast 2 ....lumayan bagus ... mungkin yg blm liat yg pertama akan bingung ttg jalan ceritanya. Gw kasih review 8 **,  fantastic    beast    2            lumayan    bagus           mungkin    yang    belum    lihat    yang    pertama    akan    bingung    tentang    jalan    ceritanya         saya    kasih    review    8            ,fantastic beast 2 maybe pretty good maybe those who haven't seen the first one will be confused about the story I give a review 8,positif
256,1.06E+18,faadhlu,11/16/2018 10:56,Fantastic Beast nanggung banget:(,  fantastic    beast    nanggung    sangat            ,fantastic very bear beast,negatif
257,1.06E+18,dinokurniawann,11/16/2018 10:55,besok mau nonton film fantastic beast ah tp kayaknya sendirian deh -_-,  besok    mau    nonton    film    fantastic    beast    ah    tapi    kayaknya    sendirian    deh         ,"tomorrow, you want to watch fantastic beast movies, but I think I'm alone",positif
258,1.06E+18,yhnmiranda,11/16/2018 10:27,"I'm a fan of Harry Potter, but I'm not really into Fantastic Beast tho",  i m    a    fan    of    harry    potter         but    i m    not    really    into    fantastic    beast    tho  ,i m    a    fan    of    harry    potter         but    i m    not    really    into    fantastic    beast    tho,negatif
259,1.06E+18,fnrizka,11/16/2018 9:36,"Abis nonton Fantastic Beast, gue masih gak fokus buat balik kerja karena laper ahhahahaha bangkek...",  habis    nonton    fantastic    beast         saya    masih    tidak    fokus    buat    balik    kerja    karena    lapar    ahhahahaha    sialan         ,after watching fantastic beast I still did not focus on returning to work because I was hungry ahhahahaha damn,negatif
260,1.06E+18,bijikayam,11/16/2018 7:18,"fantastic beast gantung anjir :""",  fantastic    beast    gantung    anjir            ,fantastic beast hanging,negatif
261,1.06E+18,defptr,11/16/2018 7:06,"PENGEN NNTN FANTASTIC BEAST :""""""",  ingin    nonton    fantastic    beast                      ,want to watch fantastic beast,positif
262,1.06E+18,liuruna_,11/16/2018 6:46,Kalo habis nonton fantastic beast aku makin gawaras gimana,  kalau    habis    nonton    fantastic    beast    aku    makin    gila    gimana  ,"if it's finished watching fantastic beast, how do I go crazy?",negatif
263,1.06E+18,williamsudhana,11/16/2018 6:11,"Lagi kudet nih sama line up di Cinema.. Either A Man Called Ahok dulu atau Fantastic Beast dulu?

Yg uda nntn, mohon saran nya plssss...",  lagi    tertinggal    ini    sama    line    up    di    cinema          either    a    man    called    ahok    dulu    atau    fantastic    beast    dulu         yang    sudah    nonton         mohon    saran    nya    pls         ,again lagging behind this same line up in the cinema either a man called ahok first or fantastic beast first who watched it please advise pls,neutral
264,1.06E+18,bobbyinaja,11/16/2018 5:42,"Ya, aku mau mengobati hatiku dengan nonton fantastic beast",  ya         aku    mau    mengobati    hatiku    dengan    nonton    fantastic    beast  ,yes I want to treat my heart by watching fantastic beast,positif
265,1.06E+18,alfian266,11/16/2018 5:38,"Hadeeeh knp pada disapointed gini respon org2 sm Fantastic Beast, jd makin penasaran buat nonton.",  hadeh    kenapa    pada    disapointed    gini    respon    org2    sama    fantastic    beast         jadi    makin    penasaran    buat    nonton       ,"Why is it that when I was disappointed, the response of the people and the fantastic beast became even more curious to watch",positif
266,1.06E+18,lathif_adhy,11/16/2018 5:37,Fantastic beast film apaan sih ?,  fantastic    beast    film    apaan    sih       ,What a fantastic beast movie,neutral
267,1.06E+18,yongki_rettob,11/16/2018 4:31,Ku mau nonton fantastic beast tapi ndak punya temen yang bisa diajak 🤷🏾‍♂️,  ku    mau    nonton    fantastic    beast    tapi    tidak    punya    temen    yang    bisa    diajak     person shrugging       u200d     male sign        ,I want to watch fantastic beast but I don't have friends who can be invited to person shrugging and male sign,positif
268,1.06E+18,cacamaricaaa_,11/16/2018 4:00,Nonton fantastic beast yuuu mumpung b1g1,  nonton    fantastic    beast    ayo    mumpung    buy one get one  ,"watch fantastic beast, let's take a buy one get one",positif
269,1.06E+18,Fitriananur_,11/16/2018 3:14,"Udah mah kebagian nonton fantastic beast seat didpn, pas mau masuk cinema nya antri panjang pula",  sudah    sih    kebagian    nonton    fantastic    beast    seat    didepan         saat    mau    masuk    cinema    nya    antri    panjang    pula  ,I've been watching the fantastic beast seat at the front when I want to enter the cinema queued up too long,negatif
270,1.06E+18,Fitriananur_,11/16/2018 3:10,Day 2 fantastic beast tayang bertepatan dgn tayang nya burn the stage di cgv,  day    2    fantastic    beast    tayang    bertepatan    dgn    tayang    nya    burn    the    stage    di    cgv  ,day 2 fantastic beast show coincides with the broadcast burn the stage on cgv,neutral
271,1.06E+18,sakatoniqabc,11/16/2018 2:54,Fantastic beast katanya mengecewakan bgt ya?,  fantastic    beast    katanya    mengecewakan    sangat    ya       ,fantastic beast he said was very disappointing huh,negatif
272,1.06E+18,haneul9796_,11/16/2018 2:32,W nonton fantastic beast di xxi ae lah,  saya    nonton    fantastic    beast    di    xxi    ae    lah  ,I watch fantastic beast here,positif
273,1.06E+18,karinaming,11/16/2018 2:23,"Masih gondok banget sama endingnya fantastic beast, kek lagi ngeden di wc mo eek udah mo keluar eh malah bersin. 
Masuk lagi deh.",  masih    gondok    sangat    sama    endingnya    fantastic    beast         kayak    lagi    ngeden    di    wc    mo    eek    sudah    mo    keluar    eh    malah    bersin         masuk    lagi    deh       ,still goiter is very similar to the ending of fantastic beast like I was hanging out at the eek mo loo already coming out eh instead sneaking in again,negatif
274,1.06E+18,yuuisabella,11/16/2018 2:05,karena liat review fantastic beast jadi mengurungkan diri ntn. bye,  karena    lihat    review    fantastic    beast    jadi    mengurungkan    diri    nonton         bye  ,because see the fantastic beast review so undo watching bye,negatif
275,1.06E+18,piokachu,11/16/2018 1:59,Ingin nonton fantastic beast tp ga ada temen biar buy 1 get 1 :(,  ingin    nonton    fantastic    beast    tapi    tidak    ada    temen    biar    buy    1    get    1        ,want to watch fantastic beast but there are no friends to buy 1 get 1,neutral
276,1.06E+18,prameswari_ayyu,11/16/2018 1:07,Pengen banget nonton fantastic beast. Gatau tulisannya gimana pokoknya itu oey.,  ingin    sangat    nonton    fantastic    beast         gatau    tulisannya    gimana    pokoknya    itu    oey       ,"I want to watch the fantastic beast or the writing, how about it, oey",positif
277,1.06E+18,aigiantara,11/16/2018 1:02,"Nonton fantastic beast SENDIRI ketiduran, Pas bangun film beres, pinter.",  nonton    fantastic    beast    sendiri    ketiduran         saat    bangun    film    beres         cerdas       ,watch fantastic beast yourself fall asleep when you wake up a smart movie,negatif
278,1.06E+18,abrarkadabra,11/15/2018 22:25,"Fantastic Beast 2 gantung, cuma sampai konser live aid 1985",  fantastic    beast    2    gantung         cuma    sampai    konser    live    aid    1985  ,fantastic beast 2 hanging only until 1985 live aid concert,negatif
